!exclamation-point	ˌɛkskləˈmeɪʃənˌpɔɪnt
"close-quote	ˈkloʊzˈkwoʊt
"double-quote	ˈdʌbəlˈkwoʊt
kingdoms	ˈkɪŋdəmz
kingdon	ˈkɪŋdən
kingen	ˈkɪŋən
kingery	ˈkɪŋgɝi
kingfisher	ˈkɪŋˌfɪʃɝ
kingfishers	ˈkɪŋˌfɪʃɝz
kingham	ˈkɪŋˌhæm
kinghorn	ˈkɪŋhɝn
kingly	ˈkɪŋli
kingma	ˈkɪŋmə
kingmaker	ˈkɪŋˌmeɪkɝ
kingmakers	ˈkɪŋˌmeɪkɝz
kingman	ˈkɪŋmən
kingon	ˈkɪŋˌɔn
kingpin	ˈkɪŋˌpɪn
kingpins	ˈkɪŋˌpɪnz
kingrey	ˈkɪŋgri
kingry	ˈkɪŋgɝi
kings	ˈkɪŋz
kings'	ˈkɪŋz
kingsborough	ˈkɪŋzˌbɝːoʊ
kingsbridge	ˈkɪŋzˌbrɪdʒ
kingsbury	ˈkɪŋzˌbɛri
kingsey	ˈkɪŋzi
kingsford	ˈkɪŋsfɝd
kingship	ˈkɪŋʃɪp
kingsland	ˈkɪŋzlænd
kingsley	ˈkɪŋzli
kingsley's	ˈkɪŋzliːz
kingsolver	ˈkɪŋsɑːlvɝ
kingsport	ˈkɪŋˌspɔrt
kingston	ˈkɪŋstən
kingsun	ˈkɪŋsən
kingsville	ˈkɪŋzˌvɪl
kingsway	ˈkɪŋgzweɪ
kingswell	ˈkɪŋgzwɛl
kington	ˈkɪŋtən
kinion	ˈkɪnjən
kiniry	ˈkɪnaɪri
kinkade	ˈkɪŋkəd
kinkead	ˈkɪŋkɛd
kinkel	ˈkɪŋkəl
kinker	ˈkɪŋkɝ
kinkle	ˈkɪŋkəl
kinko	ˈkɪŋˌkoʊ
kinko's	ˈkɪŋˌkoʊz
kinks	ˈkɪŋks
kinky	ˈkɪŋki
kinlaw	ˈkɪnˌlɔ
kinley	ˈkɪnli
kinloch	ˈkɪnlək
kinman	ˈkɪnmən
kinmen	ˈkɪnmɛn
kinn	ˈkɪn
kinnaird	ˈkɪnɝd
kinnaman	ˈkɪnəmən
kinnamon	ˈkɪnəmən
kinnan	ˈkɪnən
kinnard	ˈkɪnɝd
kinne	ˈkɪn
kinnear	ˈkɪˌnɪr
kinnebrew	ˈkɪnɪbruː
kinnell	ˈkɪnəl
kinner	ˈkɪnɝ
kinnett	ˈkɪnɪt
kinney	ˈkɪni
kinnick	ˈkɪnɪk
kinnie	ˈkɪni
kinnison	ˈkɪnɪsən
kinnock	ˈkɪnək
kinnock's	ˈkɪnəks
kinnunen	kɪˈnʌnən
kinny	ˈkɪni
kinoshita	kiːnoʊˈʃiːtə
kinsel	ˈkɪnsəl
kinsell	ˈkɪnsəl
kinsella	kiːnˈsɛlə
kinser	ˈkɪnsɝ
kinsey	ˈkɪnzi
kinshasa	kɪnˈʃɑːsə, kɪnˈʃæsə
kinship	ˈkɪnˌʃɪp
kinsinger	ˈkɪnsɪndʒɝ
kinsler	ˈkɪnsəlɝ, ˈkɪnslɝ
kinsley	ˈkɪnzli
kinsley's	ˈkɪnzliːz
kinslow	ˈkɪnˌsloʊ
kinsman	ˈkɪnzˌmæn
kinst	ˈkɪnst
kinstler	ˈkɪnstlɝ
kinston	ˈkɪnstən
kint	ˈkɪnt
kinter	ˈkɪntɝ
kintigh	ˈkɪntaɪ
kintner	ˈkɪntnɝ
kinton	ˈkɪntən
kintz	ˈkɪnts
kintzel	ˈkɪntzəl
kinyon	ˈkɪnjən
kinzel	ˈkɪnzəl
kinzer	ˈkɪnzɝ
kinzey	ˈkɪnzi
kinzie	ˈkɪnzi
kinzler	ˈkɪnzlɝ
kinzlmaier	ˈkɪnzəlˌmaɪɝ
kiosk	ˈkiːˌɔsk
kiosks	ˈkiːˌɔsks
kious	ˈkaɪəs
kip	ˈkɪp
kiper	ˈkaɪpɝ
kipfer	ˈkɪpfɝ
kipling	ˈkɪplɪŋ
kiplinger	ˈkɪpəlɪŋɝ, ˈkɪplɪŋɝ
kiplinger's	ˈkɪˌplɪŋɝz
kipnis	ˈkɪpnɪs
kipp	ˈkɪp
kipper	ˈkɪpɝ
kipperman	ˈkɪpɝmən
kippers	ˈkɪpɝz
kippes	ˈkɪps
kippur	ˈkɪpɝ
kir	ˈkɪr
kira	ˈkiːrɑː
kiracofe	ˈkɪrəˌkoʊf
kiraly	ˈkɪrəli
kirby	ˈkɝːbi
kirby's	ˈkɝːbiːz
kirch	ˈkɝːk
kirchberg	ˈkɝːkbɝg, ˈkɝːtʃbɝg
kirchberger	ˈkɝːtʃbɝgɝ
kirchen	ˈkɝːkən
kircher	ˈkɝːkɝ
kirchgessner	ˈkɝːkgɪsnɝ
kirchhofer	ˈkɝːkhəfɝ
kirchhoff	ˈkɝːkhɔf
kirchman	ˈkɝːkmən
kirchner	ˈkɝːknɝ
kirchners	ˈkɝːknɝz
kirchoff	ˈkɝːkhɔf
kirgan	ˈkɝːgən
kirgiz	ˈkɪrgɪz
kiri	ˈkɪri
kiribati	ˌkɪˈrɪˈbɑːti
kirin	ˈkɪrɪn
kirk	ˈkɝːk
kirk's	ˈkɝːks
kirkbride	ˈkɝːkbraɪd
kirkby	ˈkɝːkbi
kirkeby	ˈkɝːkɪbi
kirkendall	kɝˈkɛndəl
kirkendoll	kɝˈkɛndoʊl
kirker	ˈkɝːkɝ
kirkey	ˈkɝːki
kirkham	ˈkɝːkhəm
kirkhart	ˈkɝːkhɑːrt
kirkland	ˈkɝːklənd
kirkland's	ˈkɝːkləndz
kirkley	ˈkɝːkli
kirklin	ˈkɝːklɪn
kirkman	ˈkɝːkmən
kirkner	ˈkɝːknɝ
kirkpatrick	kɝkˈpætrɪk, kɝˈpætrɪk
kirks	ˈkɝːks
kirksey	ˈkɝːksi
kirkuk	ˌkɪrˈkʊk
kirkum	ˈkɪrkəm
kirkwood	ˈkɝːkwʊd
kirley	ˈkɝːli
kirlin	ˈkɝːlɪn
kirmse	ˈkɝːmsi
kirn	ˈkɝːn
kirnan	ˈkɝːnən
kirner	ˈkɝːnɝ
kirouac	ˈkaɪraʊæk
kirov	ˈkɪrɑːv
kirsch	ˈkɝːʃ
kirschbaum	ˈkɝːʃbaʊm
kirschenbaum	ˈkɝːʃənbaʊm
kirschenmann	ˈkɝːʃənmən
kirschman	ˈkɝːʃmən
kirschner	ˈkɝːʃnɝ
kirsh	ˈkɝːʃ
kirshbaum	ˈkɝːʃˌbaʊm
kirshenbaum	ˈkɝːʃənbaʊm
kirshfink	ˈkɝːʃfɪŋk
kirshner	ˈkɝːʃnɝ
kirst	ˈkɝːst
kirstein	ˈkɝːstaɪn, ˈkɝːstiːn
kirsten	ˈkɝːstən
kirstie	ˈkɝːsti
kirstin	ˈkɝːstɪn
kirt	ˈkɝːt
kirtland	ˈkɝːtlənd
kirtley	ˈkɝːtli
kirton	ˈkɝːtən
kirts	ˈkɝːts
kirven	ˈkɝːvən
kirwan	ˈkɝːwɔn
kirwin	ˈkɝːwɪn
kiryas	ˈkɪrjəs, ˌkɪrˈjɑːs
kiryat	ˈkɪrjət, ˌkɪrˈjɑːt
kis	ˈkɪs
kisamore	kiːˈsɑːmɔr
kisan	ˈkɪzən
kisch	ˈkɪʃ
kischell	ˈkɪʃəl
kisco	ˈkɪskoʊ
kise	ˈkaɪz
kiser	ˈkaɪzɝ
kish	ˈkɪʃ
kisha	ˈkɪʃə
kishbaugh	ˈkɪʃbaʊ
kishi	ˈkiːʃi
kishore	ˈkiːˌʃɔr
kisiel	ˈkɪsiːl
kiska	ˈkɪskə
kiska's	ˈkɪskəz
kisler	ˈkɪsəlɝ, ˈkɪslɝ
kisling	ˈkɪsəlɪŋ, ˈkɪslɪŋ
kismayu	kɪˈsmɑːjuː, kɪzˈmɑːjuː
kismet	ˈkɪzmɪt
kismets	ˈkɪzmɪts
kisner	ˈkɪsnɝ
kisor	ˈkaɪzɝ
kiss	ˈkɪs
kissack	ˈkɪsək
kissam	ˈkɪsəm
kissane	ˈkɪsən
kissed	ˈkɪst
kissee	ˈkɪˈsiː
kissel	ˈkɪsəl
kissell	ˈkɪsəl
kisser	ˈkɪsɝ
kisses	ˈkɪsəz, ˈkɪsɪz
kissick	ˈkɪsɪk
kissimmee	kɪˈsɪmi
kissing	ˈkɪsɪŋ
kissinger	ˈkɪsɪndʒɝ
kissinger's	ˈkɪsɪndʒɝz
kissler	ˈkɪslɝ
kissling	ˈkɪslɪŋ
kissner	ˈkɪsnɝ
kist	ˈkɪst
kister	ˈkɪstɝ
kistler	ˈkɪstlɝ
kistner	ˈkɪstnɝ
kiszczak	ˈkɪzæk, ˈkɪʃæk
kit	ˈkɪt
kita	ˈkiːtə
kitagawa	kiːtɑːˈgɑːwə
kitajima	ˌkiːtəˈdʒiːmə
kitamura	kiːtɑːˈmʊrə
kitcat	ˈkɪtˌkæt
kitch	ˈkɪtʃ
kitchel	ˈkɪtʃəl
kitchell	ˈkɪtʃəl
kitchen	ˈkɪtʃən
kitchen's	ˈkɪtʃənz
kitchenaid	ˈkɪtʃəˌneɪd
kitchener	ˈkɪtʃənɝ, ˈkɪtʃnɝ
kitchenette	ˌkɪtʃəˈnɛt
kitchens	ˈkɪtʃənz
kitchenware	ˈkɪtʃənˌwɛr
kitchin	ˈkɪtʃɪn
kitching	ˈkɪtʃɪŋ
kitchings	ˈkɪtʃɪŋz
kite	ˈkaɪt
kites	ˈkaɪts
kithcart	ˈkɪθˌkɑːrt
kitimat	ˈkɪtɪmæt
kiting	ˈkaɪtɪŋ
kitman	ˈkɪtmən
kitner	ˈkɪtnɝ
kitowski	kɪˈtɔfski
kits	ˈkɪts
kitsch	ˈkɪtʃ
kitson	ˈkɪtsən
kitt	ˈkɪt
kittaneh	kɪˈtɑːˌnɛ
kittel	ˈkɪtəl
kittell	ˈkɪtəl
kittelson	ˈkɪtɪlsən
kitten	ˈkɪtən
kittens	ˈkɪtənz
kitterman	ˈkɪtɝmən
kittinger	ˈkɪtɪŋɝ
kittiwake	ˈkɪtɪˌweɪk
kittle	ˈkɪtəl
kittler	ˈkɪtəlɝ
kittles	ˈkɪtəlz
kittleson	ˈkɪtəlsən
kittman	ˈkɪtmən
kittner	ˈkɪtnɝ
kittredge	ˈkɪtrɪdʒ
kittrell	ˈkɪtrəl
kitts	ˈkɪts
kitty	ˈkɪti
kitz	ˈkɪts
kitzhaber	ˈkɪtsˌheɪbɝ, ˈkɪtsˌhɑːbɝ
kitzman	ˈkɪtsmən
kitzmiller	ˈkɪtˌsmɪlɝ
kivela	ˈkɪvɪlə
kivett	ˈkɪvɪt
kivi	ˈkɪvi
kiwani	kɪˈwɑːnɪ
kiwanis	kɪˈwɑːnɪs
kiwi	ˈkiːwi
kiwi's	ˈkiːwiːz
kiwis	ˈkiːwiːz
kiyohida	ˌkiːoʊˈhiːdə
kiyoshi	kiːˈoʊʃi
kiyotaka	ˌkiːoʊˈtɑːkə
kizer	ˈkaɪzɝ
kizziah	ˈkɪziːə
kjar	ˈkjɑːr, ˈkeɪˈdʒeɪˈeɪˈɑːr
kjell	ˈkjɛl
kjellberg	ˈkjɛlbɝg, ˈdʒɛlbɝg
kjenstad	ˈkjɛnˌstæd
kjos	ˈkjɔs
kkk	ˈkeɪˈkeɪˈkeɪ
klaas	ˈklɑːs
klaassen	ˈklɑːsən
klabunde	ˈklæbənd
kladstrup	ˈklædstrəp
kladstrup's	ˈklædstrəps
klages	ˈkleɪdʒɪz
klahn	ˈklæn
klahr	ˈklær
klaiber	ˈkleɪbɝ
klamath_falls	ˈklæməθˈfɔlz
klamer	ˈkleɪmɝ
klamm	ˈklæm
klammer	ˈklæmɝ
klamon	ˈkleɪmən
klan	ˈklæn
klan's	ˈklænz
klang	ˈklæŋ
klann	ˈklæn
klans	ˈklænz
klansman	ˈklænzmən
klansmen	ˈklænzmɛn
klanwatch	ˈklænˌwɑːtʃ
klapp	ˈklæp
klapper	ˈklæpɝ
klapperich	ˈklæpɝɪk
klar	ˈklɑːr
klare	ˈklɛr
klarich	ˈklærɪk
klarman	ˈklɑːrmən
klas	ˈklæs
klase	ˈkleɪz
klasen	ˈkleɪsən
klass	ˈklæs
klassen	ˈklæsən
klatsky	ˈklætski
klatt	ˈklæt
klauber	ˈklaʊbɝ
klauer	ˈklaʊɝ
klaus	ˈklaʊs
klauser	ˈklaʊsɝ
klausing	ˈklaʊsɪŋ
klausner	ˈklaʊsnɝ
klaver	ˈkleɪvɝ
klawitter	ˈklɔɪtɝ
klay	ˈkleɪ
klayman	ˈkleɪmən
kleban	ˈklɛbən
klebba	ˈklɛbə
klebe	ˈkliːb
kleber	ˈkliːbɝ
kleck	ˈklɛk
klecka	ˈklɛkə
klecker	ˈklɛkɝ
kleckner	ˈklɛknɝ
kleczka	ˈklɛkskə
klee	ˈkliː
klee's	ˈkliːz
kleeman	ˈkliːmən
kleen	ˈkliːn
kleenex	ˈkliːnəks
kleer	ˈklɪr
klees	ˈkliːz
kleffner	ˈklɛfnɝ
kleiber	ˈklaɪbɝ
kleier	ˈklaɪɝ
kleiman	ˈklaɪmən
klein	ˈklaɪn
klein's	ˈklaɪnz
kleinberg	ˈklaɪnbɝg
kleindienst	ˈklaɪnˌdiːnst
kleine	ˈklaɪn
kleiner	ˈklaɪnɝ
kleinert	ˈklaɪnɝt
kleinfeld	ˈklaɪnˌfɛld
kleinfelter	ˈklaɪnfɪltɝ
kleinhans	ˈklaɪnhənz
kleinhenz	ˈklaɪnhɪns
kleinknecht	ˈklaɪŋknɪkt
kleinman	ˈklaɪnmən
kleinpaste	ˈklaɪnˌpeɪst
kleinpeter	ˈklaɪnpiːtɝ
kleinsasser	ˈklaɪnsəsɝ
kleinschmidt	ˈklaɪnˌʃmɪt
kleinsmith	ˈklaɪnsmɪθ
kleinwort	ˈklaɪnwɝt
kleis	ˈklaɪz
kleiss	ˈklaɪs
kleist	ˈklaɪst
klejna	ˈkleɪnɝ
klem	ˈklɛm
klema	ˈklɛmə
kleman	ˈklɛmən
klemann	ˈklɛmən
klemens	ˈklɛməns
klement	ˈklɛmənt
klemm	ˈklɛm
klemme	ˈklɛm
klemmer	ˈklɛmɝ
klemp	ˈklɛmp
klempner	ˈklɛmpnɝ
klemz	ˈklɛmz
klenge	ˈklɛndʒ
klenk	ˈklɛŋk
klenke	ˈklɛŋk
klensch	ˈklɛnʃ
klepac	ˈklɛpək
klepfer	ˈklɛpfɝ
kleppe	ˈklɛp
klepper	ˈklɛpɝ
kleppinger	ˈklɛpɪŋgɝ
kleptocrat	ˈklɛptəkræt
kleptomaniac	ˌklɛptəˈmeɪniːæk
klerk	ˈklɝːk
klerk's	ˈklɝːks
klesch	ˈklɛʃ
klesken	ˈklɛskən
kless	ˈklɛs
klett	ˈklɛt
kleubeck	ˈkluːbɛk
kleve	ˈkliːv
kleven	ˈkliːvən
klever	ˈklɛvɝ
kley	ˈkleɪ
klezmatic	klɛzˈmætɪk
klezmatics	klɛzˈmætɪks
klezmer	ˈklɛzmɝ
klich	ˈklɪtʃ
klick	ˈklɪk
klickovic	ˈklɪkəˌvɪk
kliebert	ˈkliːbɝt
klieg	ˈkliːg
klieman	ˈklaɪmən
klier	ˈklaɪɝ
kliethermes	ˈkliːθɝmz
kliewer	ˈkliːwɝ
kligman	ˈklɪgmən
klim	ˈklɪm
klima	ˈklaɪmə
klimas	ˈklaɪməz
klimaszewski	klɪməˈʃɛfski
klimczak	ˈklɪmtʃæk
klimek	ˈklɪmɪk
kliment	ˈklaɪmənt
klimer	ˈklɪmɝ, ˈklaɪmɝ
klimowicz	ˈklɪməvɪtʃ
klinck	ˈklɪŋk
klindt	ˈklɪnt
klindworth	ˈklɪndwɝθ
kline	ˈklaɪn
klinedinst	ˈklɪnɪdɪnst, ˈklaɪndɪnst
klinefelter	ˈklɪnɪfɪltɝ, ˈklaɪnfɪltɝ
kling	ˈklɪŋ
klingaman	ˈklɪŋgəmən
klingbeil	ˈklɪŋbaɪl
klingberg	ˈklɪŋbɝg
klinge	ˈklɪndʒ
klingel	ˈklɪŋgəl
klingenberg	ˈklɪŋənbɝg
klingensmith	ˈklɪŋgɪnsmɪθ
klinger	ˈklɪŋɝ
klinger's	ˈklɪŋɝz
klingerman	ˈklɪŋɝmən
klinghoffer	ˈklɪŋˌhɔfɝ
klingler	ˈklɪŋgəlɝ, ˈklɪŋglɝ
klingman	ˈklɪŋmən
klingon	ˈklɪŋˌgɔn
klingons	ˈklɪŋˌgɔnz
klink	ˈklɪŋk
klinke	ˈklɪŋk
klinker	ˈklɪŋkɝ
klinkhammer	ˈklɪŋkhæmɝ
klinkhammer's	ˈklɪŋkhæmɝz
klinkner	ˈklɪŋknɝ
klint	ˈklɪnt
klintworth	ˈklɪntwɝθ
klinzing	ˈklɪnzɪŋ
klipfel	ˈklɪpfəl
klipp	ˈklɪp
klippel	ˈklɪpəl
klish	ˈklɪʃ
klitz	ˈklɪts
klitzke	ˈklɪtski
klixshavich	klɪkˈsævɪtʃ
kloberdanz	ˈklɑːbɝdəns
kloc	ˈklɑːk
klocek	ˈkloʊsɪk
klock	ˈklɑːk
klocke	ˈklɑːk
kloeckner	ˈkloʊknɝ
kloehn	ˈkloʊn
kloepfer	ˈkloʊpfɝ
kloeppel	ˈkloʊpəl
kloepper	ˈkloʊpɝ
kloiber	ˈklɔɪbɝ
klom	ˈklɔm
klomp	ˈklɑːmp
klondike	ˈklɑːnˌdaɪk
klonowski	kləˈnɔfski
klontz	ˈklɑːnts
kloos	ˈkluːz
klooster	ˈkluːstɝ
kloosterman	ˈkluːstɝmən
klopf	ˈklɑːpf
klopfenstein	ˈklɑːpfənstaɪn, ˈklɑːpfənstiːn
klopfer	ˈklɑːpfɝ
klopp	ˈklɑːp
kloppenburg	ˈklɑːpənbɝg
klos	ˈklɔs
klose	ˈkloʊz
klosinski	kləˈsɪnski
klosowski	kləˈsɔfski
kloss	ˈklɔs
klossner	ˈklɑːsnɝ
kloster	ˈklɔstɝ
klosterman	ˈklɑːstɝmən
klostermann	ˈklɑːstɝmən
kloth	ˈklɑːθ
klotz	ˈklɑːts
klotzbach	ˈklɑːtsbɑːk
klu	ˈkluː, ˌkeɪˌɛlˈjuː
klucevsek	kluːˈsɛvsɛk
kluck	ˈklʌk
kludt	ˈklʌdt
kluender	ˈklʊndɝ
kluesner	ˈklʊsnɝ
kluever	ˈklʊvɝ
klug	ˈklʌg
kluge	ˈkluːdʒ
kluge's	ˈkluːdʒɪz
kluger	ˈkluːgɝ
klugh	ˈklʌ
klugman	ˈklʌgmən
klugt	ˈklʌt
klukas	ˈkluːkəz
klumb	ˈklʌm
klump	ˈklʌmp
klumpp	ˈklʌmp
klunder	ˈklʌndɝ
klundt	ˈklʌnt
klunk	ˈklʌŋk
klus	ˈklʌs
klusman	ˈklʌsmən
klute	ˈkluːt
kluth	ˈkluːθ
klutts	ˈklʌts
kluttz	ˈklʌts
klutz	ˈklʌts
klutznick	ˈklʌtsnɪk
kluver	ˈkluːvɝ
kluwer	ˈkluːwɝ
klux	ˈklʌks
klym	ˈklɪm
klynveld	ˈklɪnˌvɛld
kmart	ˈkeɪˌmɑːrt
kmart's	ˈkeɪˌmɑːrts
kmetz	kəˈmɛts
kmiec	kəˈmiːk
kmiecik	kəˈmiːtʃɪk
knaack	ˈnɑːk
knaak	ˈnɑːk
knab	ˈnæb
knabb	ˈnæb
knabe	ˈneɪb
knable	ˈneɪbəl
knack	ˈnæk
knacks	ˈnæks
knackstedt	ˈnækstɪt
knaggs	ˈnægz
knape	ˈneɪp
knapik	ˈnæpɪk
knapke	ˈneɪpk
knapp	ˈnæp
knapp's	ˈnæps
knappenberger	ˈnæpənbɝgɝ
knapper	ˈnæpɝ
knapsack	ˈnæpˌsæk
knapton	ˈnæptən
knarr	ˈnær
knaub	ˈnɔb
knauer	ˈnaʊɝ
knauf	ˈnɔf
knauff	ˈnɔf
knaup	ˈnɔp
knaus	ˈnɔz
knauss	ˈnɔs
knave	ˈneɪv
knaves	ˈneɪvz
knbc	ˈkeɪˈɛnˈbiːˈsiː
knead	ˈniːd
kneading	ˈniːdɪŋ
kneafsey	ˈniːfsi
kneale	ˈniːl
knebel	ˈnɛbəl
knecht	ˈnɛkt
knechtel	ˈnɛktəl
knee	ˈniː
kneebone	ˈniːˌboʊn
kneecap	ˈniːˌkæp
kneecaps	ˈniːˌkæps
kneece	ˈniːs
kneed	ˈniːd
kneeing	ˈniːɪŋ
kneel	ˈniːl
kneeland	ˈniːlənd
kneeling	ˈniːlɪŋ
kneer	ˈnɪr
knees	ˈniːz
kneip	ˈniːp
kneisel	ˈnaɪsəl
kneisley	ˈniːsli
knell	ˈnɛl
kneller	ˈnɛlɝ
knelt	ˈnɛlt
knepp	ˈnɛp
knepper	ˈnɛpɝ
knerr	ˈnɛr
kness	ˈnɛs
knesset	ˈnɛsət, kˈnɛsət, kəˈnɛsət
knew	ˈnuː, nˈjuː
knezevich	ˈnɛzɪvɪtʃ
knicely	ˈnaɪsli
knick	ˈnɪk
knick-knack	ˈnɪkˈnæk
knick-knacks	ˈnɪkˈnæks
knicker	ˈnɪkɝ
knickerbocker	ˈnɪkɝˌbɑːkɝ
knickerbockered	ˈnɪkɝˌbɑːkɝd
knickerbockers	ˈnɪkɝˌbɑːkɝz
knickers	ˈnɪkɝz
knickknack	ˈnɪkˌnæk
knickknacks	ˈnɪkˌnæks
knicks	ˈnɪks
knicks'	ˈnɪks
knief	ˈniːf
kniep	ˈniːp
knieriem	ˈniːˌriːm
knierim	ˈnɪrɪm
knies	ˈnaɪz
kniess	ˈniːs
knievel	kəˈniːvəl, ˈniːvəl
knife	ˈnaɪf
knifed	ˈnaɪft
knifelike	ˈnaɪˌflaɪk
knifepoint	ˈnaɪfˌpɔɪnt
kniffen	ˈnɪfən
kniffin	ˈnɪfɪn
knifing	ˈnaɪfɪŋ
knifings	ˈnaɪfɪŋz
knigge	ˈnɪg
knight	ˈnaɪt
knight's	ˈnaɪts
knighted	ˈnaɪtɪd
knighten	ˈnaɪtən
knighthood	ˈnaɪtˌhʊd
knightly	ˈnaɪtli
knighton	ˈnaɪtən
knights	ˈnaɪts
knill	ˈnɪl
knin	ˈkeɪˈɛˈnaɪˈɛn, kˈnɪn, ˈnɪn
knipe	ˈnaɪp
knipfer	ˈnɪpfɝ
knipl	ˈnɪpəl
knipp	ˈnɪp
knippa	ˈnɪpə
knippel	ˈnɪpəl
knippenberg	ˈnɪpənbɝg
knipper	ˈnɪpɝ
knipple	ˈnɪpəl
knisely	ˈnaɪzli
kniskern	ˈnɪskɝn
knisley	ˈnɪsli
knispel	ˈnɪspəl
kniss	ˈnɪs
knit	ˈnɪt
knits	ˈnɪts
knitted	ˈnɪtəd, ˈnɪtɪd
knittel	ˈnɪtəl
knitter	ˈnɪtɝ
knitting	ˈnɪtɪŋ
knittle	ˈnɪtəl
knitwear	ˈnɪˌtwɛr
knives	ˈnaɪvz
kniveton	ˈnaɪvtən
knob	ˈnɑːb
knobbe	ˈnɑːb
knobby	ˈnɑːbi
knobel	ˈnoʊbəl
knoblauch	ˈnɑːblaʊk
knoble	ˈnoʊbəl
knobloch	ˈnɑːblək
knoblock	ˈnɑːblɑːk
knobs	ˈnɑːbz
knoch	ˈnɑːk
knoche	ˈnɑːtʃ
knochel	ˈnɑːkəl
knock	ˈnɑːk
knockdown	ˈnɑːkˌdaʊn
knocked	ˈnɑːkt
knocking	ˈnɑːkɪŋ
knockoff	ˈnɑːˌkɔf
knockoffs	ˈnɑːˌkɔfs
knockout	ˈnɑːˌkaʊt
knockouts	ˈnɑːˌkaʊts
knocks	ˈnɑːks
knode	ˈnoʊd
knodel	ˈnoʊdəl
knodle	ˈnoʊdəl
knoebel	ˈnoʊbəl
knoedler	ˈnoʊdəlɝ, ˈnoʊdlɝ
knoell	ˈnoʊl
knoff	ˈnɔf
knogo	ˈnoʊgoʊ
knoke	ˈnoʊk
knoles	ˈnoʊlz
knoll	ˈnoʊl
knoll's	ˈnoʊlz
knoop	ˈnuːp
knop	ˈnɑːp
knope	ˈnoʊp
knopf	ˈnɑːpf, ˈnɑːf
knopp	ˈnɑːp
knorr	ˈnɔr
knost	ˈnɑːst
knot	ˈnɑːt
knotek	ˈnoʊtɪk
knoth	ˈnɑːθ
knots	ˈnɑːts
knott	ˈnɑːt
knott's	ˈnɑːts
knotted	ˈnɑːtɪd
knotts	ˈnɑːts
knotty	ˈnɑːti
knouff	ˈnoʊf
knous	ˈnɔs
knouse	ˈnaʊs
know	ˈnoʊ
know-how	ˈnoʊˌhaʊ
knowed	ˈnoʊd
knower	ˈnoʊɝ
knowing	ˈnoʊɪŋ
knowingly	ˈnoʊɪŋli
knowledge	ˈnɑːlədʒ, ˈnɑːlɪdʒ
knowledgeable	ˈnɑːlədʒəbəl
knowledgeably	ˈnɑːlɪdʒəbli
knowledgeware	ˈnɑːlɪdʒˌwɛr
knowles	ˈnoʊlz
knowlton	ˈnoʊltən
known	ˈnoʊn
knowns	ˈnoʊnz
knows	ˈnoʊz
knox	ˈnɑːks
knox's	ˈnɑːksɪz
knoxville	ˈnɑːksvɪl
knoy	ˈnɔɪ
knuckle	ˈnʌkəl
knuckled	ˈnʌkəld
knuckles	ˈnʌkəlz
knudsen	kˈnuːdsən
knudsen's	kˈnuːdsənz
knudson	kˈnuːdsən
knudtson	kˈnuːtsən
knueppel	kˈnuːpəl
knupp	kˈnʌp
knust	kˈnʌst
knut	kˈnʌt
knute	kˈnuːt
knuth	kˈnuːθ
knuts	kˈnʌts
knutsen	ˈnʌtsən
knutson	ˈnuːtsən
knutzen	ˈnʌtzən
ko	ˈkoʊ
koala	koʊˈɑːlə
koalas	koʊˈɑːləz
koba	ˈkoʊbɑː
kobacker	ˈkoʊˌbækɝ
kobak	ˈkoʊbək
kobayashi	ˌkoʊbɑːˈjɑːʃi
kobe	ˈkoʊbeɪ
kobe's	ˈkoʊbeɪz
kobel	ˈkoʊbəl
kober	ˈkoʊbɝ
koberstein	ˈkoʊbɝstaɪn, ˈkoʊbɝstiːn
kobes	ˈkoʊbz
koble	ˈkoʊbəl
kobler	ˈkoʊbəlɝ, ˈkoʊblɝ
kobren	ˈkɑːbrən
kobrin	ˈkɑːbrɪn
kobrin's	ˈkɑːbrɪnz
kobs	ˈkɑːbz
kobus	ˈkoʊbəs
koby	ˈkoʊbi
kobylarz	kəˈbɪlɝz
kobylinski	kəbɪˈlɪnski
kobza	ˈkɑːbzə
kocak	ˈkoʊkək
koch	ˈkɔtʃ, ˈkoʊk
kochan	ˈkɑːkən
kochanek	ˈkɑːkənɪk
kochanowski	kəhəˈnɔfski
kochanski	kəˈhænski
kochel	ˈkɑːkəl
kochendorfer	ˈkɑːkɪndɔrfɝ
kocher	ˈkɔtʃɝ
kochevar	kəˈhɛvɝ
kochis	ˈkɑːkɪs
kochman	ˈkɑːkmən
koci	ˈkoʊsi
kocian	ˈkoʊʃən
kociemba	ˌkoʊsiːˈɛmbə
kocinski	kəˈtʃɪnski
kociolek	ˌkoʊsiːˈoʊlɛk
kocis	ˈkoʊsɪs
kock	ˈkɑːk
kocourek	kəˈkʊrɛk
kocsis	ˈkɑːksɪs
kocur	ˈkoʊkɝ
kocur's	ˈkoʊkɝz
kocurek	kəˈkjuːrɛk
kodacolor	ˈkoʊdəˌkəlɝ
kodak	ˈkoʊˌdæk
kodak's	ˈkoʊˌdæks
kodama	koʊˈdɑːmə
kodiak	ˈkoʊdiːˌæk
kodo	ˈkoʊdoʊ
koebel	ˈkoʊbəl
koedinger	ˈkoʊdɪŋɝ
koegel	ˈkoʊgəl
koegler	ˈkoʊgəlɝ, ˈkoʊglɝ
koehl	ˈkoʊl
koehler	ˈkoʊlɝ
